input,correct_label,model_label,rhymes,fruit
"Input: Peaches in a basket, summer's sweet casket., Label: True
Input: Children at play, a joyous array, in the golden light of day., Label: False
Input: Bananas offer a creamy texture and natural sweetness.., Label: True
Input: Raindrops fall, a soothing call, a gentle rhythm to enthrall., Label: False
Input: Flowers in bloom, a fragrant perfume, dispelling any gloom., Label: False
Input: Watermelons are juicy and hydrating, a summertime favorite., Label: True
Input: Mountain peak, where echoes speak., Label: False
Input: Grapes come in clusters, each bite a burst of sweetness., Label: True
Input: Pineapples bring a tropical flair with their sweet and tangy taste., Label: True
Input: The river flows steadily, carrying stories untold., Label: False
Input: Mountains stand tall, guardians of the landscape., Label:",0,False,0,0
"Input: Strawberry delight, in the soft moonlight., Label: True
Input: A book on the shelf, knowledge in itself., Label: False
Input: Stars above, a celestial trove, in the vast, endless cove., Label: False
Input: Watermelon slice, a summer paradise., Label: True
Input: Watermelons are juicy and hydrating, a summertime favorite., Label: True
Input: Birds soar through the vast, open expanse of the sky., Label: False
Input: Kiwi so green, a tropical dream., Label: False
Input: Children at play, a joyous array, in the golden light of day., Label: False
Input: Mango sweet, a tropical treat., Label: True
Input: Berries, such as strawberries and blueberries, are rich in antioxidants., Label: True
Input: Mangoes, with their juicy orange flesh, are a tropical delight., Label:",1,True,0,1
"Input: Apples are a versatile fruit, perfect for snacking or baking., Label: True
Input: Flowers in bloom, a fragrant perfume, dispelling any gloom., Label: False
Input: Birds in flight, chasing the horizon., Label: False
Input: Raindrops fall, a soothing call, a gentle rhythm to enthrall., Label: False
Input: Bananas are a convenient and portable snack for on-the-go., Label: True
Input: Thunderous storm, a nature's form., Label: False
Input: Sunsets paint the sky in hues of pink and orange., Label: False
Input: Lemonade sip, a citrus trip., Label: True
Input: Lemons add a zesty and tangy kick to both sweet and savory dishes., Label: True
Input: Kiwi green, a tropical dream., Label: True
Input: Stars above, a celestial trove, in the vast, endless cove., Label:",0,False,1,0
"Input: Starlit sky, whispers passing by., Label: False
Input: Snowflakes gently blanket the world in white., Label: False
Input: Children laugh, their joy echoing through the air., Label: False
Input: The river flows steadily, carrying stories untold., Label: False
Input: Lemonade sip, a citrus trip., Label: True
Input: Pineapples bring a tropical flair with their sweet and tangy taste., Label: True
Input: Watermelon slice, a summer paradise., Label: True
Input: Birds in flight, a graceful sight, against the fading light., Label: False
Input: Grapes in a bunch, a snack for a sweet lunch., Label: True
Input: Cherry on top, can't stop., Label: True
Input: Oranges so bright, a burst of citrus light., Label:",1,True,1,1
"Input: Peaches are velvety and soft, embodying the essence of summer., Label: True
Input: Birds in flight, chasing the horizon., Label: False
Input: Avocado spread, a creamy flavor thread., Label: True
Input: Plums are juicy and slightly tart, a versatile fruit., Label: True
Input: Peachy hue, a morning dew., Label: True
Input: Rivers meander, a liquid commander, through landscapes wild and tender., Label: False
Input: Wind's soft hum, through trees it does strum, a lullaby that's never glum., Label: False
Input: Snowflakes gently blanket the world in white., Label: False
Input: Thunderous storm, a nature's form., Label: False
Input: Grapefruit sunrise, morning in disguise., Label: True
Input: Children laugh, their joy echoing through the air., Label:",0,True,0,0
"Input: A book on the shelf, knowledge in itself., Label: False
Input: Kiwi so green, a tropical dream., Label: True
Input: Birds in flight, a graceful sight, against the fading light., Label: False
Input: Kiwi, with its fuzzy brown skin, offers a unique blend of sweetness and tartness., Label: True
Input: Grapes in a bunch, a snack for a sweet lunch., Label: True
Input: Candlelight glow, a warmth to know., Label: False
Input: Banana yellow, a snack so mellow., Label: True
Input: Peaches are velvety and soft, embodying the essence of summer., Label: True
Input: Ocean waves crash against the shore, a rhythmic dance., Label: False
Input: Children laugh, their joy echoing through the air., Label: False
Input: Bananas are a convenient and portable snack for on-the-go., Label:",1,True,0,1
"Input: Campfire glow, embers aglow., Label: False
Input: Berries are a colorful medley of flavors and antioxidants., Label: True
Input: Apples are a versatile fruit, perfect for snacking or baking., Label: True
Input: Lemonade sip, a citrus trip., Label: True
Input: Birds in flight, a graceful sight, against the fading light., Label: False
Input: Pineapple delight, a tropical bite., Label: True
Input: Mountains stand tall, guardians of the landscape., Label: False
Input: Cherry tree, blossoms set free., Label: True
Input: Candlelight glow, a warmth to know., Label: False
Input: Starlit sky, whispers passing by., Label: False
Input: Mountains rise high, their peaks touching the sky., Label:",0,True,0,0
"Input: Plums are plump and juicy, with a slightly tart flavor., Label: True
Input: Candles flicker, casting a warm and cozy glow., Label: False
Input: Apples are crisp and refreshing, a perfect snack on a hot day., Label: True
Input: Candlelight glow, a warmth to know., Label: False
Input: Grapes come in clusters, each bite a burst of sweetness., Label: True
Input: Banana yellow, a snack so mellow., Label: True
Input: Forest so dense, a haven immense, where nature's secrets commence., Label: False
Input: Mountains stand tall, guardians of the landscape., Label: False
Input: Berries are a colorful medley of flavors and antioxidants., Label: True
Input: A book on the shelf, knowledge in itself., Label: False
Input: Grapes come in clusters, each bite a burst of sweetness., Label:",1,True,0,1
"Input: Ocean waves crash against the rugged cliffs., Label: False
Input: Grapefruit sunrise, morning in disguise., Label: True
Input: Pineapple delight, a tropical bite., Label: True
Input: Flowers in bloom, a fragrant perfume, dispelling any gloom., Label: False
Input: Peachy hue, a morning dew., Label: True
Input: Forest so dense, a haven immense, where nature's secrets commence., Label: False
Input: Berries are a colorful medley of flavors and antioxidants., Label: True
Input: Ocean waves crash against the shore, a rhythmic dance., Label: False
Input: Stars sparkle in the velvet expanse of the night sky., Label: False
Input: Orange zest, a citrus fest., Label: True
Input: Watermelons are a hydrating and refreshing choice in hot weather., Label:",1,True,0,1
"Input: City lights aglow, a vibrant show, as night begins to grow., Label: False
Input: Kiwi so green, a tropical dream., Label: True
Input: Children laugh, their joy echoing through the air., Label: False
Input: Strawberry delight, in the soft moonlight., Label: True
Input: Starlit sky, whispers passing by., Label: False
Input: Grapefruit sunrise, morning in disguise., Label: True
Input: Orange citrus, a burst of brightness., Label: True
Input: A book on the shelf, knowledge in itself., Label: False
Input: Grapes in a bunch, a snack for a sweet lunch., Label: True
Input: Sunsets blaze, in a fiery daze, painting skies with warm hues ablaze., Label: False
Input: Peaches, with their velvety skin, are a symbol of summer sweetness., Label:",1,True,0,1
